INDICATIVO,year,month,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31
9188,1953,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1953,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1953,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,50,62,0,0,0,NA
9188,1953,10,0,0,0,0,0,0,0,0,0,0,0,260,694,588,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
9188,1953,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,NA
9188,1953,12,0,0,0,120,0,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0
9188,1954,1,0,-4,-4,60,0,40,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,60,0,0,0
9188,1954,2,60,50,0,0,0,0,0,0,0,0,0,0,0,0,80,100,0,30,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
9188,1954,3,0,0,90,0,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0
9188,1954,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,70,0,0,NA
9188,1954,5,0,0,104,0,0,0,0,0,110,0,0,0,0,443,0,112,60,0,0,0,0,0,0,0,0,0,0,0,0,364,0
9188,1954,6,0,76,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1954,7,0,0,0,0,0,0,0,0,0,0,18,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1954,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1954,9,0,0,0,150,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,NA
9188,1954,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,70,55,0,0,0,0,0,0,0,0
9188,1954,11,0,0,0,0,0,203,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,NA
9188,1954,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1955,1,0,80,0,0,100,0,0,0,0,0,90,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
9188,1955,2,0,0,0,0,0,0,0,0,0,0,0,0,160,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
9188,1955,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,110,0,50,0,0
9188,1955,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,73,124,227,0,0,0,0,0,0,NA
9188,1955,5,0,0,80,70,0,100,0,0,0,0,0,180,30,0,0,0,0,0,0,0,0,0,0,90,60,40,0,0,0,0,0
9188,1955,6,0,0,0,0,0,0,0,100,80,0,0,0,0,60,30,20,70,210,0,0,50,0,0,0,130,0,0,0,0,0,NA
9188,1955,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,120,150,0
9188,1955,8,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0
9188,1955,9,180,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1955,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,120,90,0,0,0,0,0,0,0,0,0
9188,1955,11,0,0,0,70,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1955,12,60,50,0,0,0,0,0,0,0,0,0,0,60,40,0,0,100,0,0,0,0,0,0,20,0,0,0,0,80,90,0
9188,1956,1,60,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,80,0,0,0,0,0,0,0,0,0,0,144,0
9188,1956,2,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
9188,1956,3,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,80,0,200,0,0,120,290,11,0,0,0
9188,1956,4,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,80,0,0,34,0,0,0,0,26,0,NA
9188,1956,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,150,50,0,0,160,280,0,0,0,0
9188,1956,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,100,40,0,0,NA
9188,1956,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1956,8,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1956,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,260,84,0,0,0,0,0,NA
9188,1956,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,30,0,50,0
9188,1956,11,0,0,0,0,0,0,0,60,0,0,140,170,120,80,72,0,0,0,0,0,80,103,0,0,0,0,0,0,0,0,NA
9188,1956,12,0,0,0,0,0,80,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,60,0,0
9188,1957,1,0,0,0,0,40,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1957,2,0,0,0,0,0,0,0,0,0,0,0,90,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
9188,1957,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,70,0
9188,1957,4,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,176,0,0,NA
9188,1957,5,80,140,0,0,0,0,0,283,0,0,90,123,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0
9188,1957,6,0,0,0,0,210,124,0,0,0,0,90,120,80,0,0,260,5,0,110,0,80,0,70,150,0,0,0,0,0,0,NA
9188,1957,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1957,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1957,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,210,180,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1957,10,0,0,0,0,0,0,0,0,0,0,0,0,0,110,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1957,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1957,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1958,1,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,170,0,0
9188,1958,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,90,-3,-3,NA,NA,NA
9188,1958,3,0,0,0,120,0,0,0,70,0,0,160,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0
9188,1958,4,0,0,70,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1958,5,0,0,0,0,0,0,0,0,60,0,80,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1958,6,0,0,0,0,0,0,0,210,0,0,0,100,40,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1958,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,40,0,0
9188,1958,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,150,170,0,0
9188,1958,9,240,100,110,0,0,0,0,160,120,0,0,0,0,0,120,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1958,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1958,11,0,0,0,0,0,0,110,0,90,0,0,0,0,0,0,0,140,100,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1958,12,0,0,120,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1959,1,0,80,0,0,0,0,0,100,60,0,0,160,70,0,0,0,90,0,0,0,0,0,60,20,0,0,0,40,0,0,0
9188,1959,2,0,0,40,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
9188,1959,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,140,80,0,0,0,0,0,0,0,0,0,0,100,90,0
9188,1959,4,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,60,0,0,0,0,80,50,0,0,120,NA
9188,1959,5,0,0,0,0,0,0,120,10,0,0,0,100,80,0,0,0,0,0,60,0,60,0,0,0,0,0,0,70,0,0,0
9188,1959,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,310,90,0,0,0,0,NA
9188,1959,7,0,0,0,0,0,0,0,0,0,0,0,-3,160,-3,80,0,0,0,0,0,0,220,60,10,0,0,0,0,0,0,0
9188,1959,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,90,0,0,0,0,0,0,0,0,0,0,140,80,0
9188,1959,9,0,60,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,40,50,30,0,0,60,50,60,0,NA
9188,1959,10,0,120,0,0,0,0,0,0,0,0,80,60,50,0,0,0,0,0,0,0,0,0,0,0,0,0,90,80,20,0,0
9188,1959,11,0,0,0,30,10,0,40,20,0,0,0,0,0,0,70,0,0,0,0,0,120,140,0,0,0,0,0,0,-3,0,NA
9188,1959,12,0,130,120,60,0,0,0,0,0,0,90,140,0,0,0,80,0,0,0,0,0,60,40,0,0,0,0,0,20,0,0
9188,1960,1,0,0,0,0,0,0,60,0,0,70,-3,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,50,0,0,0
9188,1960,2,0,80,0,0,50,0,0,0,0,30,0,0,0,20,60,80,50,70,90,43,20,0,0,0,40,0,0,0,0,NA,NA
9188,1960,3,0,0,40,20,0,0,0,60,0,0,0,0,50,0,10,0,0,0,0,40,0,0,0,0,0,0,0,30,0,0,0
9188,1960,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1960,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,60,50,0,0,0,0,0,0,0,0,0,0,0,70,0,0
9188,1960,6,40,0,20,0,30,0,0,0,0,0,0,0,0,80,30,0,0,0,0,0,0,0,0,0,0,0,0,0,50,20,NA
9188,1960,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0
9188,1960,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1960,9,0,0,0,80,0,0,0,0,0,0,0,0,0,100,0,0,0,70,0,0,0,0,0,0,0,0,90,120,60,0,NA
9188,1960,10,0,0,40,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,280,0,0,0,0,140,0,0,110,0,0
9188,1960,11,0,0,0,60,0,0,0,80,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,90,0,0,0,0,0,0,NA
9188,1960,12,0,0,0,0,0,90,60,0,0,0,0,0,0,0,0,0,0,80,30,40,0,0,0,0,0,60,0,100,40,10,0
9188,1961,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,70,20,40,0,-3,70,0,0,0,0,0
9188,1961,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,20,0,0,7,0,NA,NA,NA
9188,1961,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,83,0,0,0,0,0,0,0,0,0,0,0
9188,1961,4,0,28,0,0,0,-3,47,0,0,0,22,0,0,0,0,0,20,0,0,20,0,82,40,0,0,0,-3,40,0,0,NA
9188,1961,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,20,7,0,0,0,0,155,40,165,50,55,170,0,0,0,17
9188,1961,6,0,0,0,0,0,0,0,67,0,0,0,0,0,165,140,0,0,0,0,0,0,0,0,0,110,175,0,0,0,0,NA
9188,1961,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,23,0,0,0,0,290
9188,1961,8,0,0,0,0,0,0,0,135,247,46,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1961,9,0,35,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,163,0,0,0,0,0,0,37,105,60,72,36,NA
9188,1961,10,17,0,0,0,0,23,0,0,0,0,0,0,0,345,215,7,0,270,14,-3,-3,0,0,0,0,0,0,0,-3,0,0
9188,1961,11,0,0,26,0,0,0,0,0,25,40,112,178,24,44,0,0,0,0,30,438,193,0,0,58,20,55,0,480,115,0,NA
9188,1961,12,0,0,27,0,60,-3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,148,30,0,0,0,0,-3,-3
9188,1962,1,80,50,0,0,0,0,0,0,0,3,23,0,70,120,0,0,45,190,0,0,0,40,0,0,0,0,0,0,0,0,0
9188,1962,2,223,0,0,0,0,0,35,215,0,0,0,0,-3,65,0,0,0,0,0,0,0,0,0,40,50,32,0,0,NA,NA,NA
9188,1962,3,0,80,12,41,0,0,40,0,30,0,0,-3,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,30
9188,1962,4,0,0,160,0,0,0,0,0,0,-3,0,0,0,0,0,280,0,0,0,0,0,0,115,50,10,23,0,47,0,0,NA
9188,1962,5,0,0,0,0,0,0,0,0,0,0,40,23,74,0,0,0,0,118,-3,0,0,0,0,0,0,0,0,0,-3,545,13
9188,1962,6,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,138,0,0,0,0,0,0,0,75,0,0,0,0,0,NA
9188,1962,7,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0
9188,1962,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1962,9,0,0,0,0,0,0,0,0,-3,20,0,0,0,0,0,0,0,80,30,0,0,0,0,180,150,270,0,20,0,0,NA
9188,1962,10,0,0,0,0,0,0,0,0,0,0,0,0,20,285,95,10,0,0,0,0,0,0,0,0,0,113,0,35,-3,0,40
9188,1962,11,0,0,0,0,-3,45,0,0,0,0,0,0,0,0,0,0,0,105,0,185,0,0,0,0,0,0,0,0,0,0,NA
9188,1962,12,0,0,0,0,0,0,0,0,0,0,0,280,60,0,0,0,0,0,0,0,0,0,0,30,0,0,0,25,47,63,0
9188,1963,1,85,35,0,0,0,0,0,0,0,140,40,0,0,6,0,0,120,0,0,0,0,0,14,0,0,0,0,0,0,5,0
9188,1963,2,0,0,0,0,0,30,0,0,25,63,0,0,0,0,25,60,0,25,0,32,0,13,18,0,0,0,0,0,NA,NA,NA
9188,1963,3,0,0,0,0,0,0,0,0,0,0,48,55,0,0,0,0,0,0,0,245,150,35,0,0,0,0,0,6,12,0,0
9188,1963,4,0,0,0,0,0,0,0,20,215,28,0,20,0,0,0,0,4,92,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1963,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,7,0,0,0,0,0,0,15,60
9188,1963,6,298,-3,110,10,0,0,140,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,5,135,0,140,85,0,143,0,NA
9188,1963,7,0,0,0,0,0,0,24,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,32,0,13,0,0,0,0,0
9188,1963,8,0,0,0,0,352,0,0,0,0,0,0,13,115,0,0,0,24,0,0,0,0,0,0,0,0,108,0,0,57,8,0
9188,1963,9,0,0,64,0,0,0,0,0,0,0,30,13,170,70,0,0,0,0,60,0,98,17,50,0,0,0,0,0,0,0,NA
9188,1963,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1963,11,0,0,-3,0,0,0,0,0,0,0,0,98,32,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,NA
9188,1963,12,0,0,0,0,0,0,0,0,0,127,0,0,0,0,-3,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0
9188,1964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1964,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3,0,0,0,0,0,0,25,0,-3,-3,0,0,0,0,NA,NA
9188,1964,3,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,50,0,0
9188,1964,4,10,0,0,0,0,0,0,0,0,0,0,0,0,13,20,0,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1964,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,25,0,0,0,0,37,0,0,0,0,0,0,28,0
9188,1964,6,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1964,7,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,100,30,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1964,8,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1964,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,30,50,0,0,0,NA
9188,1964,10,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1964,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,NA
9188,1964,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1965,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,43,10,0,0,0,0,0,0,43,0,0,23,14,35,115,0
9188,1965,2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,-3,0,0,0,0,0,50,NA,NA,NA
9188,1965,3,105,0,20,0,0,0,0,0,0,0,0,80,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1965,4,340,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1965,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1965,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,0,0,0,NA
9188,1965,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1965,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1965,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,65,0,0,0,0,0,0,0,0,0,0,42,NA
9188,1965,10,0,0,0,28,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0
9188,1965,11,0,0,0,11,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,NA
9188,1966,1,0,0,0,0,0,0,0,0,0,0,0,34,0,25,5,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0
9188,1966,2,0,0,0,0,0,0,0,0,0,0,23,32,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,50,NA,NA,NA
9188,1966,3,0,0,0,0,0,0,0,0,0,0,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1966,4,32,41,63,0,0,0,0,21,15,0,0,0,0,0,20,50,40,17,0,0,0,0,0,0,35,62,0,0,0,0,NA
9188,1966,5,20,10,15,0,0,23,0,0,0,0,0,67,0,0,0,116,168,0,0,0,0,0,0,0,0,0,0,0,70,90,0
9188,1966,6,0,0,82,58,0,0,0,0,0,0,0,0,31,25,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,NA
9188,1966,7,0,23,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1966,8,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1966,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,301,NA
9188,1966,10,0,0,0,0,0,0,0,0,0,0,0,0,0,105,98,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
9188,1966,11,0,0,0,0,0,0,13,25,42,38,0,46,87,21,0,0,0,0,0,0,0,0,0,0,0,0,25,0,42,0,NA
9188,1966,12,0,0,0,0,0,0,0,0,0,0,0,23,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1967,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1967,2,0,0,0,0,0,10,30,60,0,40,0,0,0,0,0,0,0,0,0,0,40,10,0,0,0,0,0,30,NA,NA,NA
9188,1967,3,0,0,0,38,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1967,4,0,0,0,0,0,0,48,97,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1967,5,0,21,13,0,0,0,42,0,0,0,12,0,18,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1967,6,0,0,45,0,21,18,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1967,7,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
9188,1967,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0
9188,1967,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,NA
9188,1967,10,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1967,11,0,0,0,0,0,0,92,123,107,0,0,0,0,71,134,156,87,0,0,0,0,0,0,0,0,0,0,0,0,115,NA
9188,1967,12,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1968,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1968,2,0,0,0,0,0,27,32,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,26,0,NA,NA
9188,1968,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,67,54,0
9188,1968,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,79,0,0,0,0,0,0,0,0,NA
9188,1968,5,0,0,0,0,0,0,0,0,123,0,0,65,0,32,0,0,0,0,45,0,0,0,0,38,54,0,0,0,0,0,0
9188,1968,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,48,0,53,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1968,7,0,0,0,0,0,0,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0
9188,1968,8,0,0,0,12,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,50,0,0,0,0,0
9188,1968,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,23,52,0,0,0,0,0,0,NA
9188,1968,10,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1968,11,0,0,0,0,0,0,47,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,63,94,0,0,NA
9188,1968,12,0,0,0,0,0,0,68,0,0,45,78,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1969,1,0,0,0,0,0,0,0,0,0,0,0,0,168,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1969,2,0,0,0,32,0,0,0,0,0,0,0,0,58,0,0,0,0,43,0,0,62,0,0,0,0,0,0,0,NA,NA,NA
9188,1969,3,0,0,0,37,0,0,0,0,0,0,0,63,0,148,0,70,185,90,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1969,4,0,205,354,414,31,243,186,327,0,0,0,0,0,0,0,0,0,0,0,0,0,128,172,0,254,191,163,154,0,0,NA
9188,1969,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1969,6,0,0,0,0,0,0,0,0,58,0,0,148,232,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1969,7,163,0,0,120,184,83,0,0,0,68,41,23,54,46,57,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0
9188,1969,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,1969,9,35,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1969,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
9188,1969,12,0,0,0,0,0,0,0,0,0,64,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0
